"Var1","Var2","count","points","diff","Var1_iso2","Var2_iso2","Var1_lat","Var1_long","Var2_lat","Var2_long","text"
"Slovakia","Ireland",5,27,21,"SK","IE",48.669,19.699,53.1424,-7.6921,"Slovakia->Ireland: 27 punts"
"North Macedonia","Ireland",4,16,5,"MK","IE",41.6086,21.7453,53.1424,-7.6921,"North Macedonia->Ireland: 16 punts"
"Latvia","Ireland",11,55,-67,"LV","IE",56.8796,24.6032,53.1424,-7.6921,"Latvia->Ireland: 55 punts"
"Ukraine","Ireland",6,12,-49,"UA","IE",48.3794,31.1656,53.1424,-7.6921,"Ukraine->Ireland: 12 punts"
"Albania","Ireland",4,20,9,"AL","IE",41.1533,20.1683,53.1424,-7.6921,"Albania->Ireland: 20 punts"
"Andorra","Ireland",2,6,1,"AD","IE",42.5063,1.5218,53.1424,-7.6921,"Andorra->Ireland: 6 punts"
"Belarus","Ireland",5,11,-3,"BY","IE",53.7098,27.9534,53.1424,-7.6921,"Belarus->Ireland: 11 punts"
"Bulgaria","Ireland",5,13,-75,"BG","IE",42.7339,25.4858,53.1424,-7.6921,"Bulgaria->Ireland: 13 punts"
"Moldova","Ireland",4,9,-29,"MD","IE",47.4116,28.3699,53.1424,-7.6921,"Moldova->Ireland: 9 punts"
"Armenia","Ireland",2,4,0,"AM","IE",40.0691,45.0382,53.1424,-7.6921,"Armenia->Ireland: 4 punts"
"Czech Republic","Ireland",5,31,13,"CZ","IE",49.8175,15.473,53.1424,-7.6921,"Czech Republic->Ireland: 31 punts"
"Georgia","Ireland",0,0,-14,"GE","IE",42.3154,43.3569,53.1424,-7.6921,"Georgia->Ireland: 0 punts"
"Montenegro","Ireland",3,4,4,"ME","IE",42.708678,19.37439,53.1424,-7.6921,"Montenegro->Ireland: 4 punts"
"Serbia","Ireland",1,3,-11,"RS","IE",44.0165,21.0059,53.1424,-7.6921,"Serbia->Ireland: 3 punts"
"Azerbaijan","Ireland",5,17,-26,"AZ","IE",40.1431,47.5769,53.1424,-7.6921,"Azerbaijan->Ireland: 17 punts"
"San Marino","Ireland",5,23,23,"SM","IE",43.9424,12.4578,53.1424,-7.6921,"San Marino->Ireland: 23 punts"
"Australia","Ireland",3,19,-20,"AU","IE",-25,133,53.1424,-7.6921,"Australia->Ireland: 19 punts"
"Belgium","Israel",29,156,64,"BE","IL",50.8333,4.469936,31.046051,34.851612,"Belgium->Israel: 156 punts"
"Finland","Israel",30,203,112,"FI","IL",61.92411,25.748151,31.046051,34.851612,"Finland->Israel: 203 punts"
"France","Israel",35,247,90,"FR","IL",46.2276,2.2137,31.046051,34.851612,"France->Israel: 247 punts"
"Germany","Israel",31,183,104,"DE","IL",51.165691,10.451526,31.046051,34.851612,"Germany->Israel: 183 punts"
"Ireland","Israel",24,146,56,"IE","IL",53.1424,-7.6921,31.046051,34.851612,"Ireland->Israel: 146 punts"
"Italy","Israel",14,78,5,"IT","IL",41.87194,12.56738,31.046051,34.851612,"Italy->Israel: 78 punts"
"Luxembourg","Israel",11,76,41,"LU","IL",49.8153,6.1296,31.046051,34.851612,"Luxembourg->Israel: 76 punts"
"Malta","Israel",17,119,52,"MT","IL",35.9375,14.3754,31.046051,34.851612,"Malta->Israel: 119 punts"
"Monaco","Israel",6,43,24,"MC","IL",43.7333,7.4167,31.046051,34.851612,"Monaco->Israel: 43 punts"
"Norway","Israel",29,156,37,"NO","IL",60.472,8.4689,31.046051,34.851612,"Norway->Israel: 156 punts"
"Portugal","Israel",23,149,105,"PT","IL",39.3999,-8.2245,31.046051,34.851612,"Portugal->Israel: 149 punts"
"Spain","Israel",25,156,39,"ES","IL",40.463667,-3.74922,31.046051,34.851612,"Spain->Israel: 156 punts"
"Sweden","Israel",22,121,-80,"SE","IL",60.128161,18.643501,31.046051,34.851612,"Sweden->Israel: 121 punts"
"Switzerland","Israel",33,186,92,"CH","IL",46.8182,8.2275,31.046051,34.851612,"Switzerland->Israel: 186 punts"
"The Netherlands","Israel",29,177,38,"NL","IL",52.1326,5.2913,31.046051,34.851612,"The Netherlands->Israel: 177 punts"
"Turkey","Israel",11,63,21,"TR","IL",38.9637,35.2433,31.046051,34.851612,"Turkey->Israel: 63 punts"
"United Kingdom","Israel",31,173,27,"GB","IL",55.3781,-3.436,31.046051,34.851612,"United Kingdom->Israel: 173 punts"
"Austria","Israel",22,123,17,"AT","IL",47.5162,14.5501,31.046051,34.851612,"Austria->Israel: 123 punts"
"Greece","Israel",17,68,-66,"GR","IL",39.0742,21.8243,31.046051,34.851612,"Greece->Israel: 68 punts"
"Denmark","Israel",19,79,-65,"DK","IL",56.2639,9.5018,31.046051,34.851612,"Denmark->Israel: 79 punts"
"Morocco","Israel",0,0,0,"MA","IL",31.7917,-7.0926,31.046051,34.851612,"Morocco->Israel: 0 punts"
"Cyprus","Israel",21,115,11,"CY","IL",35.1264,33.4299,31.046051,34.851612,"Cyprus->Israel: 115 punts"
"Iceland","Israel",14,81,15,"IS","IL",64.9631,-19.0208,31.046051,34.851612,"Iceland->Israel: 81 punts"
"Bosnia & Herzegovina","Israel",7,34,28,"BA","IL",43.9159,17.6791,31.046051,34.851612,"Bosnia & Herzegovina->Israel: 34 punts"
"Croatia","Israel",9,57,21,"HR","IL",45.1,15.2,31.046051,34.851612,"Croatia->Israel: 57 punts"
"Slovenia","Israel",11,48,3,"SI","IL",46.1512,14.9955,31.046051,34.851612,"Slovenia->Israel: 48 punts"
"Estonia","Israel",7,25,-59,"EE","IL",58.5953,25.0136,31.046051,34.851612,"Estonia->Israel: 25 punts"
"Hungary","Israel",9,51,-5,"HU","IL",47.1625,19.5033,31.046051,34.851612,"Hungary->Israel: 51 punts"
"Lithuania","Israel",12,46,19,"LT","IL",55.1694,23.8813,31.046051,34.851612,"Lithuania->Israel: 46 punts"
"Poland","Israel",10,72,49,"PL","IL",51.9194,19.1451,31.046051,34.851612,"Poland->Israel: 72 punts"
"Romania","Israel",19,87,-95,"RO","IL",45.9432,24.9668,31.046051,34.851612,"Romania->Israel: 87 punts"
"Russia","Israel",10,68,-102,"RU","IL",61.52401,105.318756,31.046051,34.851612,"Russia->Israel: 68 punts"
"Slovakia","Israel",2,13,13,"SK","IL",48.669,19.699,31.046051,34.851612,"Slovakia->Israel: 13 punts"
"North Macedonia","Israel",14,54,33,"MK","IL",41.6086,21.7453,31.046051,34.851612,"North Macedonia->Israel: 54 punts"
"Latvia","Israel",8,22,-32,"LV","IL",56.8796,24.6032,31.046051,34.851612,"Latvia->Israel: 22 punts"
"Ukraine","Israel",13,72,-72,"UA","IL",48.3794,31.1656,31.046051,34.851612,"Ukraine->Israel: 72 punts"
"Albania","Israel",13,58,45,"AL","IL",41.1533,20.1683,31.046051,34.851612,"Albania->Israel: 58 punts"
"Andorra","Israel",6,45,39,"AD","IL",42.5063,1.5218,31.046051,34.851612,"Andorra->Israel: 45 punts"
"Belarus","Israel",16,83,18,"BY","IL",53.7098,27.9534,31.046051,34.851612,"Belarus->Israel: 83 punts"
"Bulgaria","Israel",15,78,6,"BG","IL",42.7339,25.4858,31.046051,34.851612,"Bulgaria->Israel: 78 punts"
"Moldova","Israel",7,47,-9,"MD","IL",47.4116,28.3699,31.046051,34.851612,"Moldova->Israel: 47 punts"
"Armenia","Israel",9,68,-42,"AM","IL",40.0691,45.0382,31.046051,34.851612,"Armenia->Israel: 68 punts"
"Czech Republic","Israel",9,61,13,"CZ","IL",49.8175,15.473,31.046051,34.851612,"Czech Republic->Israel: 61 punts"
"Georgia","Israel",11,47,-1,"GE","IL",42.3154,43.3569,31.046051,34.851612,"Georgia->Israel: 47 punts"
"Montenegro","Israel",7,26,18,"ME","IL",42.708678,19.37439,31.046051,34.851612,"Montenegro->Israel: 26 punts"
"Serbia","Israel",9,49,36,"RS","IL",44.0165,21.0059,31.046051,34.851612,"Serbia->Israel: 49 punts"
"Azerbaijan","Israel",15,91,-1,"AZ","IL",40.1431,47.5769,31.046051,34.851612,"Azerbaijan->Israel: 91 punts"
"San Marino","Israel",8,52,41,"SM","IL",43.9424,12.4578,31.046051,34.851612,"San Marino->Israel: 52 punts"
"Australia","Israel",7,53,-31,"AU","IL",-25,133,31.046051,34.851612,"Australia->Israel: 53 punts"
"Belgium","Italy",14,93,29,"BE","IT",50.8333,4.469936,41.87194,12.56738,"Belgium->Italy: 93 punts"
"Finland","Italy",24,155,127,"FI","IT",61.92411,25.748151,41.87194,12.56738,"Finland->Italy: 155 punts"
"France","Italy",23,157,35,"FR","IT",46.2276,2.2137,41.87194,12.56738,"France->Italy: 157 punts"
"Germany","Italy",20,100,14,"DE","IT",51.165691,10.451526,41.87194,12.56738,"Germany->Italy: 100 punts"
"Ireland","Italy",16,98,-10,"IE","IT",53.1424,-7.6921,41.87194,12.56738,"Ireland->Italy: 98 punts"
"Israel","Italy",14,73,-5,"IL","IT",31.046051,34.851612,41.87194,12.56738,"Israel->Italy: 73 punts"
"Luxembourg","Italy",8,54,13,"LU","IT",49.8153,6.1296,41.87194,12.56738,"Luxembourg->Italy: 54 punts"
"Malta","Italy",17,161,85,"MT","IT",35.9375,14.3754,41.87194,12.56738,"Malta->Italy: 161 punts"
"Monaco","Italy",3,15,-18,"MC","IT",43.7333,7.4167,41.87194,12.56738,"Monaco->Italy: 15 punts"
"Norway","Italy",16,86,-7,"NO","IT",60.472,8.4689,41.87194,12.56738,"Norway->Italy: 86 punts"
"Portugal","Italy",24,197,147,"PT","IT",39.3999,-8.2245,41.87194,12.56738,"Portugal->Italy: 197 punts"
"Spain","Italy",27,211,116,"ES","IT",40.463667,-3.74922,41.87194,12.56738,"Spain->Italy: 211 punts"
"Sweden","Italy",12,62,-31,"SE","IT",60.128161,18.643501,41.87194,12.56738,"Sweden->Italy: 62 punts"
"Switzerland","Italy",26,156,66,"CH","IT",46.8182,8.2275,41.87194,12.56738,"Switzerland->Italy: 156 punts"
"The Netherlands","Italy",11,68,-1,"NL","IT",52.1326,5.2913,41.87194,12.56738,"The Netherlands->Italy: 68 punts"
"Turkey","Italy",12,76,53,"TR","IT",38.9637,35.2433,41.87194,12.56738,"Turkey->Italy: 76 punts"
"United Kingdom","Italy",9,42,-58,"GB","IT",55.3781,-3.436,41.87194,12.56738,"United Kingdom->Italy: 42 punts"
"Austria","Italy",17,106,28,"AT","IT",47.5162,14.5501,41.87194,12.56738,"Austria->Italy: 106 punts"
"Greece","Italy",19,112,51,"GR","IT",39.0742,21.8243,41.87194,12.56738,"Greece->Italy: 112 punts"
"Denmark","Italy",8,26,-78,"DK","IT",56.2639,9.5018,41.87194,12.56738,"Denmark->Italy: 26 punts"
"Morocco","Italy",0,0,-7,"MA","IT",31.7917,-7.0926,41.87194,12.56738,"Morocco->Italy: 0 punts"
"Cyprus","Italy",18,119,54,"CY","IT",35.1264,33.4299,41.87194,12.56738,"Cyprus->Italy: 119 punts"
"Iceland","Italy",10,47,11,"IS","IT",64.9631,-19.0208,41.87194,12.56738,"Iceland->Italy: 47 punts"
"Bosnia & Herzegovina","Italy",2,12,1,"BA","IT",43.9159,17.6791,41.87194,12.56738,"Bosnia & Herzegovina->Italy: 12 punts"
"Croatia","Italy",8,64,58,"HR","IT",45.1,15.2,41.87194,12.56738,"Croatia->Italy: 64 punts"
"Slovenia","Italy",11,73,46,"SI","IT",46.1512,14.9955,41.87194,12.56738,"Slovenia->Italy: 73 punts"
"Estonia","Italy",5,28,-6,"EE","IT",58.5953,25.0136,41.87194,12.56738,"Estonia->Italy: 28 punts"
"Hungary","Italy",8,35,20,"HU","IT",47.1625,19.5033,41.87194,12.56738,"Hungary->Italy: 35 punts"
"Lithuania","Italy",8,48,24,"LT","IT",55.1694,23.8813,41.87194,12.56738,"Lithuania->Italy: 48 punts"
"Poland","Italy",5,37,-25,"PL","IT",51.9194,19.1451,41.87194,12.56738,"Poland->Italy: 37 punts"
"Romania","Italy",6,39,-46,"RO","IT",45.9432,24.9668,41.87194,12.56738,"Romania->Italy: 39 punts"
"Russia","Italy",5,27,-24,"RU","IT",61.52401,105.318756,41.87194,12.56738,"Russia->Italy: 27 punts"
"Slovakia","Italy",1,5,5,"SK","IT",48.669,19.699,41.87194,12.56738,"Slovakia->Italy: 5 punts"
"North Macedonia","Italy",10,55,32,"MK","IT",41.6086,21.7453,41.87194,12.56738,"North Macedonia->Italy: 55 punts"
"Latvia","Italy",6,34,17,"LV","IT",56.8796,24.6032,41.87194,12.56738,"Latvia->Italy: 34 punts"
"Ukraine","Italy",2,9,-101,"UA","IT",48.3794,31.1656,41.87194,12.56738,"Ukraine->Italy: 9 punts"
"Albania","Italy",13,132,45,"AL","IT",41.1533,20.1683,41.87194,12.56738,"Albania->Italy: 132 punts"
"Andorra","Italy",0,0,0,"AD","IT",42.5063,1.5218,41.87194,12.56738,"Andorra->Italy: 0 punts"
"Belarus","Italy",5,18,10,"BY","IT",53.7098,27.9534,41.87194,12.56738,"Belarus->Italy: 18 punts"
"Bulgaria","Italy",1,6,-28,"BG","IT",42.7339,25.4858,41.87194,12.56738,"Bulgaria->Italy: 6 punts"
"Moldova","Italy",5,29,-74,"MD","IT",47.4116,28.3699,41.87194,12.56738,"Moldova->Italy: 29 punts"
"Armenia","Italy",8,37,26,"AM","IT",40.0691,45.0382,41.87194,12.56738,"Armenia->Italy: 37 punts"
"Czech Republic","Italy",5,20,16,"CZ","IT",49.8175,15.473,41.87194,12.56738,"Czech Republic->Italy: 20 punts"
"Georgia","Italy",8,34,17,"GE","IT",42.3154,43.3569,41.87194,12.56738,"Georgia->Italy: 34 punts"
"Montenegro","Italy",11,61,52,"ME","IT",42.708678,19.37439,41.87194,12.56738,"Montenegro->Italy: 61 punts"
"Serbia","Italy",9,58,22,"RS","IT",44.0165,21.0059,41.87194,12.56738,"Serbia->Italy: 58 punts"
"Azerbaijan","Italy",6,31,-11,"AZ","IT",40.1431,47.5769,41.87194,12.56738,"Azerbaijan->Italy: 31 punts"
"San Marino","Italy",11,88,74,"SM","IT",43.9424,12.4578,41.87194,12.56738,"San Marino->Italy: 88 punts"
"Australia","Italy",3,15,-32,"AU","IT",-25,133,41.87194,12.56738,"Australia->Italy: 15 punts"
"Belgium","Luxembourg",8,53,5,"BE","LU",50.8333,4.469936,49.8153,6.1296,"Belgium->Luxembourg: 53 punts"
"Finland","Luxembourg",9,55,34,"FI","LU",61.92411,25.748151,49.8153,6.1296,"Finland->Luxembourg: 55 punts"
"France","Luxembourg",9,56,-33,"FR","LU",46.2276,2.2137,49.8153,6.1296,"France->Luxembourg: 56 punts"
"Germany","Luxembourg",7,42,-25,"DE","LU",51.165691,10.451526,49.8153,6.1296,"Germany->Luxembourg: 42 punts"
"Ireland","Luxembourg",10,65,-31,"IE","LU",53.1424,-7.6921,49.8153,6.1296,"Ireland->Luxembourg: 65 punts"
"Israel","Luxembourg",6,35,-41,"IL","LU",31.046051,34.851612,49.8153,6.1296,"Israel->Luxembourg: 35 punts"
"Italy","Luxembourg",7,41,-13,"IT","LU",41.87194,12.56738,49.8153,6.1296,"Italy->Luxembourg: 41 punts"
"Malta","Luxembourg",3,25,-2,"MT","LU",35.9375,14.3754,49.8153,6.1296,"Malta->Luxembourg: 25 punts"
"Monaco","Luxembourg",2,10,-7,"MC","LU",43.7333,7.4167,49.8153,6.1296,"Monaco->Luxembourg: 10 punts"
"Norway","Luxembourg",6,38,5,"NO","LU",60.472,8.4689,49.8153,6.1296,"Norway->Luxembourg: 38 punts"
"Portugal","Luxembourg",12,76,25,"PT","LU",39.3999,-8.2245,49.8153,6.1296,"Portugal->Luxembourg: 76 punts"
"Spain","Luxembourg",9,51,-16,"ES","LU",40.463667,-3.74922,49.8153,6.1296,"Spain->Luxembourg: 51 punts"
"Sweden","Luxembourg",8,52,-7,"SE","LU",60.128161,18.643501,49.8153,6.1296,"Sweden->Luxembourg: 52 punts"
"Switzerland","Luxembourg",5,26,-54,"CH","LU",46.8182,8.2275,49.8153,6.1296,"Switzerland->Luxembourg: 26 punts"
"The Netherlands","Luxembourg",8,45,-16,"NL","LU",52.1326,5.2913,49.8153,6.1296,"The Netherlands->Luxembourg: 45 punts"
"Turkey","Luxembourg",7,26,7,"TR","LU",38.9637,35.2433,49.8153,6.1296,"Turkey->Luxembourg: 26 punts"
"United Kingdom","Luxembourg",10,57,-66,"GB","LU",55.3781,-3.436,49.8153,6.1296,"United Kingdom->Luxembourg: 57 punts"
"Austria","Luxembourg",9,47,33,"AT","LU",47.5162,14.5501,49.8153,6.1296,"Austria->Luxembourg: 47 punts"
"Greece","Luxembourg",5,24,-5,"GR","LU",39.0742,21.8243,49.8153,6.1296,"Greece->Luxembourg: 24 punts"
"Denmark","Luxembourg",9,32,6,"DK","LU",56.2639,9.5018,49.8153,6.1296,"Denmark->Luxembourg: 32 punts"
"Morocco","Luxembourg",0,0,0,"MA","LU",31.7917,-7.0926,49.8153,6.1296,"Morocco->Luxembourg: 0 punts"
"Cyprus","Luxembourg",5,32,24,"CY","LU",35.1264,33.4299,49.8153,6.1296,"Cyprus->Luxembourg: 32 punts"
"Iceland","Luxembourg",3,9,-4,"IS","LU",64.9631,-19.0208,49.8153,6.1296,"Iceland->Luxembourg: 9 punts"
"Bosnia & Herzegovina","Luxembourg",0,0,0,"BA","LU",43.9159,17.6791,49.8153,6.1296,"Bosnia & Herzegovina->Luxembourg: 0 punts"
"Croatia","Luxembourg",0,0,0,"HR","LU",45.1,15.2,49.8153,6.1296,"Croatia->Luxembourg: 0 punts"
"Slovenia","Luxembourg",1,1,1,"SI","LU",46.1512,14.9955,49.8153,6.1296,"Slovenia->Luxembourg: 1 punts"
"Estonia","Luxembourg",0,0,0,"EE","LU",58.5953,25.0136,49.8153,6.1296,"Estonia->Luxembourg: 0 punts"
"Hungary","Luxembourg",0,0,0,"HU","LU",47.1625,19.5033,49.8153,6.1296,"Hungary->Luxembourg: 0 punts"
"Lithuania","Luxembourg",0,0,0,"LT","LU",55.1694,23.8813,49.8153,6.1296,"Lithuania->Luxembourg: 0 punts"
"Poland","Luxembourg",0,0,0,"PL","LU",51.9194,19.1451,49.8153,6.1296,"Poland->Luxembourg: 0 punts"
"Romania","Luxembourg",0,0,0,"RO","LU",45.9432,24.9668,49.8153,6.1296,"Romania->Luxembourg: 0 punts"
"Russia","Luxembourg",0,0,0,"RU","LU",61.52401,105.318756,49.8153,6.1296,"Russia->Luxembourg: 0 punts"
"Slovakia","Luxembourg",0,0,0,"SK","LU",48.669,19.699,49.8153,6.1296,"Slovakia->Luxembourg: 0 punts"
"North Macedonia","Luxembourg",0,0,0,"MK","LU",41.6086,21.7453,49.8153,6.1296,"North Macedonia->Luxembourg: 0 punts"
"Latvia","Luxembourg",0,0,0,"LV","LU",56.8796,24.6032,49.8153,6.1296,"Latvia->Luxembourg: 0 punts"
"Ukraine","Luxembourg",0,0,0,"UA","LU",48.3794,31.1656,49.8153,6.1296,"Ukraine->Luxembourg: 0 punts"
"Albania","Luxembourg",0,0,0,"AL","LU",41.1533,20.1683,49.8153,6.1296,"Albania->Luxembourg: 0 punts"
"Andorra","Luxembourg",0,0,0,"AD","LU",42.5063,1.5218,49.8153,6.1296,"Andorra->Luxembourg: 0 punts"
"Belarus","Luxembourg",0,0,0,"BY","LU",53.7098,27.9534,49.8153,6.1296,"Belarus->Luxembourg: 0 punts"
"Bulgaria","Luxembourg",0,0,0,"BG","LU",42.7339,25.4858,49.8153,6.1296,"Bulgaria->Luxembourg: 0 punts"
"Moldova","Luxembourg",0,0,0,"MD","LU",47.4116,28.3699,49.8153,6.1296,"Moldova->Luxembourg: 0 punts"
"Armenia","Luxembourg",0,0,0,"AM","LU",40.0691,45.0382,49.8153,6.1296,"Armenia->Luxembourg: 0 punts"
"Czech Republic","Luxembourg",0,0,0,"CZ","LU",49.8175,15.473,49.8153,6.1296,"Czech Republic->Luxembourg: 0 punts"
"Georgia","Luxembourg",0,0,0,"GE","LU",42.3154,43.3569,49.8153,6.1296,"Georgia->Luxembourg: 0 punts"
"Montenegro","Luxembourg",0,0,0,"ME","LU",42.708678,19.37439,49.8153,6.1296,"Montenegro->Luxembourg: 0 punts"
"Serbia","Luxembourg",0,0,0,"RS","LU",44.0165,21.0059,49.8153,6.1296,"Serbia->Luxembourg: 0 punts"
"Azerbaijan","Luxembourg",0,0,0,"AZ","LU",40.1431,47.5769,49.8153,6.1296,"Azerbaijan->Luxembourg: 0 punts"
"San Marino","Luxembourg",0,0,0,"SM","LU",43.9424,12.4578,49.8153,6.1296,"San Marino->Luxembourg: 0 punts"
"Australia","Luxembourg",0,0,0,"AU","LU",-25,133,49.8153,6.1296,"Australia->Luxembourg: 0 punts"
"Belgium","Malta",8,53,16,"BE","MT",50.8333,4.469936,35.9375,14.3754,"Belgium->Malta: 53 punts"
"Finland","Malta",13,55,20,"FI","MT",61.92411,25.748151,35.9375,14.3754,"Finland->Malta: 55 punts"
"France","Malta",14,68,35,"FR","MT",46.2276,2.2137,35.9375,14.3754,"France->Malta: 68 punts"
"Germany","Malta",20,90,58,"DE","MT",51.165691,10.451526,35.9375,14.3754,"Germany->Malta: 90 punts"
"Ireland","Malta",19,107,13,"IE","MT",53.1424,-7.6921,35.9375,14.3754,"Ireland->Malta: 107 punts"
"Israel","Malta",13,67,-52,"IL","MT",31.046051,34.851612,35.9375,14.3754,"Israel->Malta: 67 punts"
"Italy","Malta",13,76,-85,"IT","MT",41.87194,12.56738,35.9375,14.3754,"Italy->Malta: 76 punts"
"Luxembourg","Malta",3,27,2,"LU","MT",49.8153,6.1296,35.9375,14.3754,"Luxembourg->Malta: 27 punts"
"Monaco","Malta",1,5,4,"MC","MT",43.7333,7.4167,35.9375,14.3754,"Monaco->Malta: 5 punts"
"Norway","Malta",15,87,-27,"NO","MT",60.472,8.4689,35.9375,14.3754,"Norway->Malta: 87 punts"
"Portugal","Malta",12,50,21,"PT","MT",39.3999,-8.2245,35.9375,14.3754,"Portugal->Malta: 50 punts"
"Spain","Malta",16,86,38,"ES","MT",40.463667,-3.74922,35.9375,14.3754,"Spain->Malta: 86 punts"
"Sweden","Malta",18,95,-111,"SE","MT",60.128161,18.643501,35.9375,14.3754,"Sweden->Malta: 95 punts"
"Switzerland","Malta",12,62,-28,"CH","MT",46.8182,8.2275,35.9375,14.3754,"Switzerland->Malta: 62 punts"
"The Netherlands","Malta",17,71,-57,"NL","MT",52.1326,5.2913,35.9375,14.3754,"The Netherlands->Malta: 71 punts"
"Turkey","Malta",15,93,6,"TR","MT",38.9637,35.2433,35.9375,14.3754,"Turkey->Malta: 93 punts"
"United Kingdom","Malta",24,146,12,"GB","MT",55.3781,-3.436,35.9375,14.3754,"United Kingdom->Malta: 146 punts"
"Austria","Malta",13,71,27,"AT","MT",47.5162,14.5501,35.9375,14.3754,"Austria->Malta: 71 punts"
"Greece","Malta",19,86,-44,"GR","MT",39.0742,21.8243,35.9375,14.3754,"Greece->Malta: 86 punts"
"Denmark","Malta",15,84,-8,"DK","MT",56.2639,9.5018,35.9375,14.3754,"Denmark->Malta: 84 punts"
"Morocco","Malta",0,0,0,"MA","MT",31.7917,-7.0926,35.9375,14.3754,"Morocco->Malta: 0 punts"
"Cyprus","Malta",15,72,-47,"CY","MT",35.1264,33.4299,35.9375,14.3754,"Cyprus->Malta: 72 punts"
"Iceland","Malta",12,54,-23,"IS","MT",64.9631,-19.0208,35.9375,14.3754,"Iceland->Malta: 54 punts"
"Bosnia & Herzegovina","Malta",13,68,38,"BA","MT",43.9159,17.6791,35.9375,14.3754,"Bosnia & Herzegovina->Malta: 68 punts"
"Croatia","Malta",20,113,21,"HR","MT",45.1,15.2,35.9375,14.3754,"Croatia->Malta: 113 punts"
"Slovenia","Malta",8,32,3,"SI","MT",46.1512,14.9955,35.9375,14.3754,"Slovenia->Malta: 32 punts"
"Estonia","Malta",16,70,32,"EE","MT",58.5953,25.0136,35.9375,14.3754,"Estonia->Malta: 70 punts"
"Hungary","Malta",8,56,22,"HU","MT",47.1625,19.5033,35.9375,14.3754,"Hungary->Malta: 56 punts"
"Lithuania","Malta",14,45,11,"LT","MT",55.1694,23.8813,35.9375,14.3754,"Lithuania->Malta: 45 punts"
"Poland","Malta",7,29,8,"PL","MT",51.9194,19.1451,35.9375,14.3754,"Poland->Malta: 29 punts"
"Romania","Malta",12,61,-47,"RO","MT",45.9432,24.9668,35.9375,14.3754,"Romania->Malta: 61 punts"
"Russia","Malta",9,64,-68,"RU","MT",61.52401,105.318756,35.9375,14.3754,"Russia->Malta: 64 punts"
"Slovakia","Malta",5,48,21,"SK","MT",48.669,19.699,35.9375,14.3754,"Slovakia->Malta: 48 punts"
"North Macedonia","Malta",15,91,51,"MK","MT",41.6086,21.7453,35.9375,14.3754,"North Macedonia->Malta: 91 punts"
"Latvia","Malta",15,64,-5,"LV","MT",56.8796,24.6032,35.9375,14.3754,"Latvia->Malta: 64 punts"
"Ukraine","Malta",6,28,-57,"UA","MT",48.3794,31.1656,35.9375,14.3754,"Ukraine->Malta: 28 punts"
"Albania","Malta",12,51,24,"AL","MT",41.1533,20.1683,35.9375,14.3754,"Albania->Malta: 51 punts"
"Andorra","Malta",4,18,15,"AD","MT",42.5063,1.5218,35.9375,14.3754,"Andorra->Malta: 18 punts"
"Belarus","Malta",11,57,6,"BY","MT",53.7098,27.9534,35.9375,14.3754,"Belarus->Malta: 57 punts"
"Bulgaria","Malta",5,26,-57,"BG","MT",42.7339,25.4858,35.9375,14.3754,"Bulgaria->Malta: 26 punts"
"Moldova","Malta",7,27,0,"MD","MT",47.4116,28.3699,35.9375,14.3754,"Moldova->Malta: 27 punts"
"Armenia","Malta",12,85,33,"AM","MT",40.0691,45.0382,35.9375,14.3754,"Armenia->Malta: 85 punts"
"Czech Republic","Malta",7,35,20,"CZ","MT",49.8175,15.473,35.9375,14.3754,"Czech Republic->Malta: 35 punts"
"Georgia","Malta",6,31,2,"GE","MT",42.3154,43.3569,35.9375,14.3754,"Georgia->Malta: 31 punts"
"Montenegro","Malta",7,50,32,"ME","MT",42.708678,19.37439,35.9375,14.3754,"Montenegro->Malta: 50 punts"
"Serbia","Malta",7,37,11,"RS","MT",44.0165,21.0059,35.9375,14.3754,"Serbia->Malta: 37 punts"
